_id,db_id,last_sync,importer_country_ISO3Code,importer_country_name,importer_subregion,importer_continent,exporter_country_ISO3Code,exporter_country_name,exporter_subregion,exporter_continent,date,commodity,import_share
120506,202897,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-02-01,rice,0.005954000000
120507,202898,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-03-01,rice,0.012851000000
120508,202899,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-05-01,rice,0.013645000000
120509,202900,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-07-01,rice,0.000984000000
120510,202901,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-08-01,rice,0.001585000000
120511,202902,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-09-01,rice,0.012297000000
120512,202903,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2019-10-01,rice,0.000685000000
120513,202904,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,2020-03-01,rice,0.007487000000
120514,202905,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-01-01,rice,0.282529000000
120515,202906,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-03-01,rice,0.194706000000
120516,202907,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-04-01,rice,0.258911000000
120517,202908,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-05-01,rice,0.315858000000
120518,202909,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-06-01,rice,0.076361000000
120519,202910,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-07-01,rice,0.092222000000
120520,202911,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-08-01,rice,0.220134000000
120521,202912,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-10-01,rice,0.056676000000
120522,202913,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-11-01,rice,0.122143000000
120523,202914,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2019-12-01,rice,0.041205000000
120524,202915,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-01-01,rice,0.142806000000
120525,202916,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-02-01,rice,0.120482000000
120526,202917,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-03-01,rice,0.124775000000
120527,202918,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-04-01,rice,0.095866000000
120528,202919,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-05-01,rice,0.176138000000
120529,202920,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-06-01,rice,0.715001000000
120530,202921,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-08-01,rice,0.182815000000
120531,202922,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-09-01,rice,0.135707000000
120532,202923,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-10-01,rice,0.231808000000
120533,202924,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2020-12-01,rice,0.074651000000
120534,202925,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2021-01-01,rice,0.088631000000
120535,202926,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,2021-04-01,rice,0.411646000000
120536,202927,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,LKA,Sri Lanka,Southern Asia,Asia,2020-10-01,rice,0.016759000000
120537,202928,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,TWN,Taiwan,Eastern Asia,Asia,2021-04-01,rice,0.006323000000
120538,202929,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,TZA,United Republic of Tanzania,Eastern Africa,Africa,2021-03-01,rice,0.299869000000
120539,202930,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-01-01,rice,0.326623000000
120540,202931,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-02-01,rice,0.136851000000
120541,202932,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-03-01,rice,0.183024000000
120542,202933,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-04-01,rice,0.388711000000
120543,202934,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-05-01,rice,0.120043000000
120544,202935,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-06-01,rice,0.105304000000
120545,202936,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-07-01,rice,0.075647000000
120546,202937,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-08-01,rice,0.585346000000
120547,202938,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-09-01,rice,0.126047000000
120548,202939,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-10-01,rice,0.033250000000
120549,202940,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-11-01,rice,0.174949000000
120550,202941,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2019-12-01,rice,0.131856000000
120551,202942,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-01-01,rice,0.476857000000
120552,202943,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-02-01,rice,0.308433000000
120553,202944,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-03-01,rice,0.396786000000
120554,202945,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-04-01,rice,0.247242000000
120555,202946,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-05-01,rice,0.377288000000
120556,202947,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-06-01,rice,0.181134000000
120557,202948,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-07-01,rice,0.323734000000
120558,202949,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-08-01,rice,0.627057000000
120559,202950,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-09-01,rice,0.108566000000
120560,202951,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-10-01,rice,0.092723000000
120561,202952,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-11-01,rice,0.216005000000
120562,202953,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2020-12-01,rice,0.028367000000
120563,202954,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2021-01-01,rice,0.249939000000
120564,202955,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2021-02-01,rice,0.714510000000
120565,202956,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2021-03-01,rice,0.182369000000
120566,202957,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,THA,Thailand,South-eastern Asia,Asia,2021-04-01,rice,0.234803000000
120567,202958,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,TUR,Turkey,Western Asia,Asia,2020-09-01,rice,0.536315000000
120568,202959,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,TUR,Turkey,Western Asia,Asia,2020-10-01,rice,0.048216000000
120569,202960,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,TUR,Turkey,Western Asia,Asia,2020-12-01,rice,0.776371000000
120570,202961,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,2020-02-01,rice,0.301204000000
120571,202970,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,2019-05-01,rice,0.052420000000
120572,202971,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,2019-07-01,rice,0.089766000000
120573,202972,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,2021-01-01,rice,0.046088000000
120574,202973,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-01-01,rice,0.233828000000
120575,202974,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-02-01,rice,0.047630000000
120576,202975,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-03-01,rice,0.238815000000
120577,202976,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-04-01,rice,0.279465000000
120578,202977,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-05-01,rice,0.185011000000
120579,202978,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-06-01,rice,0.116068000000
120580,202979,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-07-01,rice,0.027432000000
120581,202980,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-09-01,rice,0.264403000000
120582,202981,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-10-01,rice,0.014654000000
120583,202982,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-11-01,rice,0.032062000000
120584,202983,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2019-12-01,rice,0.062632000000
120585,202984,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-01-01,rice,0.222777000000
120586,202985,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-02-01,rice,0.045783000000
120587,202986,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-03-01,rice,0.192179000000
120588,202987,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-05-01,rice,0.135644000000
120589,202988,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-06-01,rice,0.103828000000
120590,202989,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-10-01,rice,0.000004000000
120591,202990,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-11-01,rice,0.041943000000
120592,202991,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2020-12-01,rice,0.028367000000
120593,202992,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2021-01-01,rice,0.086818000000
120594,202993,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2021-02-01,rice,0.285461000000
120595,202994,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2021-03-01,rice,0.032674000000
120596,202995,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,USA,United States of America,Northern America ,Americas,2021-04-01,rice,0.128763000000
120597,202996,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,VNM,Viet Nam,South-eastern Asia,Asia,2019-02-01,rice,0.078394000000
120598,202997,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,VNM,Viet Nam,South-eastern Asia,Asia,2019-04-01,rice,0.000242000000
120599,202998,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,VNM,Viet Nam,South-eastern Asia,Asia,2019-10-01,rice,0.000002000000
120600,202999,2021-09-03T20:07:50,IND,India,Southern Asia,Asia,VNM,Viet Nam,South-eastern Asia,Asia,2020-05-01,rice,0.088069000000
120601,203000,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2020-06-01,rice,0.000000000000
120602,203001,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2020-07-01,rice,0.000000000000
120603,203002,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2020-08-01,rice,0.000001000000
120604,203003,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2020-10-01,rice,0.000000000000
120605,203004,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2020-11-01,rice,0.000001000000
120606,203005,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2021-01-01,rice,0.000001000000
120607,203006,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,AUS,Australia,Australia and New Zealand,Oceania,2021-05-01,rice,0.000000000000
120608,203007,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,BHR,Bahrain,Western Asia,Asia,2019-05-01,rice,0.000072000000
120609,203008,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2019-04-01,rice,0.000001000000
120610,203009,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2019-05-01,rice,0.000129000000
120611,203010,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2019-11-01,rice,0.000304000000
120612,203011,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2019-12-01,rice,0.000042000000
120613,203012,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2020-04-01,rice,0.000459000000
120614,203013,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2020-12-01,rice,0.000176000000
120615,203014,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2021-01-01,rice,0.000172000000
120616,203015,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2021-04-01,rice,0.000000000000
120617,203016,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,CHN,China,Eastern Asia,Asia,2021-05-01,rice,0.000282000000
120618,203017,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,DEU,Germany,Western Europe,Europe,2020-05-01,rice,0.000000000000
120619,203018,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,DEU,Germany,Western Europe,Europe,2020-12-01,rice,0.000000000000
120620,203020,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-01-01,rice,0.885600000000
120621,203021,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-02-01,rice,0.000008000000
120622,203022,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-03-01,rice,0.000002000000
120623,203023,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-04-01,rice,0.000000000000
120624,203024,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-05-01,rice,0.000011000000
120625,203025,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-07-01,rice,0.000235000000
120626,203026,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-11-01,rice,0.001262000000
120627,203027,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2019-12-01,rice,0.001649000000
120628,203028,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-02-01,rice,0.050000000000
120629,203029,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-03-01,rice,0.000024000000
120630,203030,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-05-01,rice,0.002701000000
120631,203031,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-06-01,rice,0.002452000000
120632,203032,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-07-01,rice,0.005586000000
120633,203033,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-08-01,rice,0.024605000000
120634,203034,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-09-01,rice,0.006939000000
120635,203035,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-10-01,rice,0.034072000000
120636,203036,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-11-01,rice,0.016318000000
120637,203037,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2020-12-01,rice,0.137541000000
120638,203038,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-01-01,rice,0.111617000000
120639,203039,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-02-01,rice,0.000000000000
120640,203040,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-03-01,rice,0.700587000000
120641,203041,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-04-01,rice,0.504456000000
120642,203042,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-05-01,rice,0.698946000000
120643,203043,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,IND,India,Southern Asia,Asia,2021-06-01,rice,0.555221000000
120644,203044,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-05-01,rice,0.000240000000
120645,203045,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-08-01,rice,0.000001000000
120646,203046,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-09-01,rice,0.000286000000
120647,203047,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-10-01,rice,0.000638000000
120648,203048,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-11-01,rice,0.000210000000
120649,203049,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2019-12-01,rice,0.000494000000
120650,203050,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-01-01,rice,0.000000000000
120651,203051,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-05-01,rice,0.000001000000
120652,203052,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-07-01,rice,0.000001000000
120653,203053,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-10-01,rice,0.000002000000
120654,203054,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-11-01,rice,0.000003000000
120655,203055,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2020-12-01,rice,0.000002000000
120656,203056,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-01-01,rice,0.000001000000
120657,203057,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-02-01,rice,0.000004000000
120658,203058,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-03-01,rice,0.000002000000
120659,203059,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-04-01,rice,0.000001000000
120660,203060,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-05-01,rice,0.001052000000
120661,203061,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,2021-06-01,rice,0.000527000000
120662,203062,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MYS,Malaysia,South-eastern Asia,Asia,2019-03-01,rice,0.000007000000
120663,203063,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MYS,Malaysia,South-eastern Asia,Asia,2020-01-01,rice,0.000000000000
120664,203064,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MYS,Malaysia,South-eastern Asia,Asia,2021-03-01,rice,0.000000000000
120665,203065,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MYS,Malaysia,South-eastern Asia,Asia,2021-04-01,rice,0.000000000000
120666,203066,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-02-01,rice,0.519996000000
120667,203067,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-03-01,rice,0.234866000000
120668,203068,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-04-01,rice,0.318420000000
120669,203069,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-06-01,rice,0.121327000000
120670,203070,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-07-01,rice,0.541194000000
120671,203071,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-08-01,rice,0.624192000000
120672,203072,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-09-01,rice,0.622574000000
120673,203073,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-10-01,rice,0.781698000000
120674,203074,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-11-01,rice,0.600997000000
120675,203075,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2019-12-01,rice,0.392152000000
120676,203076,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-01-01,rice,0.920138000000
120677,203077,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-04-01,rice,0.033351000000
120678,203078,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-05-01,rice,0.040508000000
120679,203079,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-06-01,rice,0.174171000000
120680,203080,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-07-01,rice,0.316920000000
120681,203081,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-08-01,rice,0.366364000000
120682,203082,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-09-01,rice,0.221089000000
120683,203083,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-10-01,rice,0.038141000000
120684,203084,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-11-01,rice,0.043879000000
120685,203085,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2020-12-01,rice,0.022176000000
120686,203086,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2021-02-01,rice,0.187147000000
120687,203087,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,MMR,Myanmar,South-eastern Asia,Asia,2021-06-01,rice,0.015471000000
120688,203088,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,2020-09-01,rice,0.000000000000
120689,203089,2021-09-03T20:07:50,IDN,Indonesia,South-eastern Asia,Asia,PAK,Pakistan,Southern Asia,Asia,2019-02-01,rice,0.119999000000
